embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,62,حكم الجزية:,ب, ب: الجزية واجبة على أهل الكتاب بإجماع العلماء ,True,0.006389329974674238,1.0,4.034814119338989,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,63,حكم الرق (العبودية):,ب, ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء ,True,0.005869389976559867,1.0,3.4134864807128906,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,64,حكم العتق:,ب, الجواب: ب: العتق مستحب بإجماع المسلمين ,True,0.007313425995364251,1.0,4.393702507019043,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,65,حكم الولاء:,ب, ب: الولاء للمسلم على المسلم واجب بإجماع العلماء ,True,0.00616976802746866,1.0,3.896057605743408,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,66,حكم شهادة الزور:,ب, ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.007633935801913548,1.0,3.9339616298675537,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,67,حكم القضاء في الإسلام:,ب, ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.006883858510498897,1.0,2.900789260864258,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,68,حكم المظالم:,ب, ب: المظالم محرمة بإجماع المسلمين ,True,0.008377152169377823,1.0,2.864192008972168,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,69,حكم أخذ مال المسلم بغير حق:,ب, ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.007313425995364251,1.0,4.470303058624268,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,70,حكم المهر في النكاح:,ب, ب: المهر واجب بإجماع العلماء ,True,0.0092991042878441,1.0,3.401371717453003,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,71,حكم الصداق (الهبة من الرجل لزوجته):,ب, ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.007633935801913548,1.0,4.401603937149048,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,72,حكم الإعسار في الدين:,ب, ب: ينظر المعسر بإجماع العلماء ,True,0.009048295247234425,1.0,3.9764230251312256,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,73,حكم الإفلاس:,ب, ب: يعلن إفلاسه بإجماع العلماء ,True,0.009048295247234425,1.0,3.435532569885254,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,74,حكم التفليس:,ب, الجواب: أ: التفليس محرم بإجماع العلماء ,False,0.007313425995364251,0.0,4.032722234725952,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,75,حكم الكفالة:,ب, ب: الكفالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,3.3290817737579346,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,76,حكم الضمان:,ب, ب: الضمان جائز بإجماع العلماء ,True,0.009048295247234425,1.0,2.8168797492980957,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب, أ: الإيلاء محرم بإجماع العلماء ,False,0.008811835296733616,0.0,3.1765661239624023,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,78,حكم الظهار:,ب, ب: الظهار محرم بإجماع العلماء ,True,0.009048295247234425,1.0,3.6942665576934814,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,79,حكم اللعان:,ب, ب: اللعان مشروع عند التهمة بالزنا ,True,0.008176856499690712,1.0,2.8503670692443848,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,80,حكم الخلع:,ب, ب: الخلع جائز بإجماع العلماء ,True,0.0092991042878441,1.0,3.800489664077759,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,81,حكم الطلاق:,ب, ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء ,True,0.006389329974674238,1.0,4.140788316726685,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,82,حكم الرجعة بعد الطلاق:,ب, ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء ,True,0.00616976802746866,1.0,4.555284738540649,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,83,حكم العدة بعد الطلاق:,ب, ب: العدة واجبة بإجماع العلماء ,True,0.009048295247234425,1.0,2.6500985622406006,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,84,حكم النفقة بعد الطلاق:,ب, ب: النفقة واجبة في العدة بإجماع العلماء ,True,0.0071638813215387015,1.0,3.6327946186065674,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,85,حكم الحضانة بعد الطلاق:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,3.663425922393799,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,86,حكم الوصية للوارث:,ب, ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة ,True,0.005203424609196104,1.0,4.70102071762085,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,87,حكم وجوب صلاة الوتر:,ب, ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء ,True,0.006883858510498897,1.0,2.597054958343506,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,88,حكم ذبح غير المسلم للحيوان المأكول:,ب, ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء ,True,0.0044608951829991,1.0,4.674009323120117,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,89,حكم من سب الله أو رسوله:,ب, ب: هو كافر مرتد بإجماع العلماء ,True,0.008811835296733616,1.0,3.174717426300049,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,90,حكم اللعان بين الزوجين:,ب, ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا ,True,0.006065997938636506,1.0,4.000956773757935,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,91,حكم المباهلة في الدين:,ب, ب: المباهلة جائزة بإجماع العلماء عند الحاجة ,True,0.006626589205134352,1.0,3.711865186691284,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,92,حكم الرضاع المحرم للنكاح:,ب, ب: الرضاع يحرم النكاح بإجماع العلماء ,True,0.007633935801913548,1.0,3.5520052909851074,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,93,حكم الحضانة للأطفال:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,2.561239004135132,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,94,حكم الدعاء على الظالم:,ب, أ: الدعاء على الظالم محرم بإجماع العلماء ,False,0.00702083472657119,0.0,3.5547072887420654,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,95,حكم مصافحة الرجل للمرأة الأجنبية:,ب, ب: المصافحة محرمة بإجماع العلماء ,True,0.008377152169377823,1.0,4.024096250534058,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,96,حكم صلاة الكسوف والخسوف:,ب, ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء ,True,0.0071638813215387015,1.0,3.968672513961792,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,97,حكم بيع العربون:,ب, الجواب: ب: بيع العربون جائز عند جمهور العلماء ,True,0.006389329974674238,1.0,4.352468490600586,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,98,حكم إعارة السلاح في الفتنة:,ب, ب: إعارة السلاح محرمة بإجماع العلماء ,True,0.007633935801913548,1.0,4.24537992477417,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,99,حكم الوفاء بالكفارات:,ب, ب: الوفاء بالكفارات واجب بإجماع العلماء ,True,0.0071638813215387015,1.0,6.638822317123413,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,100,حكم الوفاء بالنذر المباح:,ب, ب: الوفاء بالنذر واجب بإجماع العلماء ,True,0.007633935801913548,1.0,4.2090747356414795,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,101,خيار المجلس عند المالكية:,ب, ب ,True,0.07249749990681824,1.0,3.7498764991760254,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,102,بيع الغرر اليسير في المذهب المالكي:,ب, ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد ,True,0.005869389976559867,1.0,4.150205373764038,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,103,من شروط صحة الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.4238054752349854,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,104,يبدأ الإحرام للحج من:,أ, الجواب: أ: المواقيت المكانية ,True,0.0092991042878441,1.0,3.7381765842437744,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,105,من محظورات الإحرام:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.5203335285186768,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,106,الطواف حول الكعبة يكون:,ب, ب: عكس اتجاه عقارب الساعة ,True,0.01015265650850611,1.0,2.786118268966675,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,107,عدد أشواط السعي بين الصفا والمروة:,أ, الجواب: أ: سبعة أشواط ,True,0.011603982212675388,1.0,3.683875322341919,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,108,الوقوف بعرفة يكون في اليوم:,ب, ب: التاسع من ذي الحجة ,True,0.011603982212675388,1.0,3.81380558013916,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,109,رمي الجمرات يبدأ في:,ب, ب: يوم النحر ,True,0.01758542189440898,1.0,2.3644092082977295,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,110,طواف الإفاضة من:,ب, الجواب: ب: أركان الحج ,False,0.011603982212675388,0.0,3.8422584533691406,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,111,من أركان العمرة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.609307050704956,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,112,متى يجوز التمتع بالعمرة إلى الحج؟,أ, الإجابة الصحيحة هي: أ: في أشهر الحج ,False,0.007805988703535686,0.0,3.734705924987793,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,113,من شروط طواف الإفاضة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.3502089977264404,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,114,المبيت بمزدلفة ليلة النحر:,ب, ب: واجب من واجبات الحج ,False,0.011199617145528714,0.0,3.044095277786255,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,115,أنواع النسك في الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.765573501586914,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,116,الهدي واجب على:,أ, الجواب: أ: المتمتع والقارن ,True,0.009849574084214482,1.0,2.7597694396972656,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,117,من محظورات الإحرام للمرأة:,ج, ج: كلاهما ,True,0.021598265052211615,1.0,2.322385787963867,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,118,حكم التحلل من الإحرام قبل إتمام النسك:,ب, ب: جائز بشرط الاشتراط عند الإحرام ,True,0.008176856499690712,1.0,4.797608852386475,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,119,طواف الوداع:,ب, الجواب: ب: واجب إلا على الحائض والنفساء ,True,0.0071638813215387015,1.0,4.045228004455566,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,أ, الجواب: أ: جائز ,True,0.014936192853457254,1.0,3.8093209266662598,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,121,من أسباب وجوب دم الفدية:,ج, ج ,True,0.07249749990681824,1.0,3.4044594764709473,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,122,العمرة في رمضان:,أ, الجواب: أ: تعدل حجة ,True,0.012518377344512808,1.0,2.504533529281616,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: زوال الشمس ,True,0.008588486560503192,1.0,4.050771236419678,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: عندما يصير ظل كل شيء مثله ,True,0.006277466950757328,1.0,3.4113571643829346,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,125,وقت صلاة المغرب حسب المذهب المالكي:,ج, الجواب الصحيح هو: ج. وقت قصير بعد غروب الشمس بقدر الوضوء وأداء ثلاث ركعات ,False,0.004309369973332364,0.0,6.812429189682007,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,ب, ب: مغيب الشفق الأحمر ,True,0.012042033681462784,1.0,3.950880289077759,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,127,من نواقض الوضوء في المذهب المالكي:,ب, ب ,True,0.07249749990681824,1.0,2.788186550140381,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,128,من شروط صحة صلاة الجمعة في المذهب المالكي:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.9313442707061768,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,129,ينتقض الوضوء في المذهب المالكي بـ:,د, الجواب: د: أ و ج ,False,0.014238348381961592,0.0,3.185471534729004,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,أ, الجواب: أ: شرط من شروط صحتها ,True,0.0092991042878441,1.0,3.8782546520233154,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,131,النوم الثقيل المستغرق في المذهب المالكي:,أ, أ: ينقض الوضوء مطلقاً ,True,0.011603982212675388,1.0,3.2952823638916016,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,ب, ب: ليس له وقت ضرورة في المشهور ,True,0.008811835296733616,1.0,3.1543097496032715,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,133,أركان الإسلام عددها:,أ, الجواب: الخيار الصحيح هو (أ) خمسة. ,False,0.007986728673290205,0.0,2.9560070037841797,
