embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
Multilingual-E5,ara_reranker,ARA-Reranker V1,61,حكم قتال أهل الذمة:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

الخيار الصحيح: ب

Reasoning: In Islamic law, Ahl al-Dhimmah (people of the covenant) are non-Muslims who have entered into a treaty with Muslims and are protected under certain conditions. The Maliki school holds that it is permissible to fight those who break their covenant or pose a threat to Muslim interests, but not otherwise. Therefore, option ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد (Fighting Ahl al-Dhimmah is prohibited by consensus of scholars unless they break their covenant) is the correct answer.",True,12.153236389160156,
Multilingual-E5,ara_reranker,ARA-Reranker V1,62,حكم الجزية:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling on jizya?

Answer: The correct answer is ب: الجزية واجبة على أهل الكتاب بإجماع العلماء (Jizya is obligatory on People of the Book by consensus of scholars).",True,7.7673468589782715,
Multilingual-E5,ara_reranker,ARA-Reranker V1,63,حكم الرق (العبودية):,ب,"As a Maliki expert, I can provide the correct answer based on the given context.

The correct answer is:

ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء

In Islamic law, slavery (or ""raq"" in Arabic) is considered permissible under certain conditions and circumstances. The Maliki school of thought, among others, allows for the legitimacy of slavery under specific circumstances, such as when it is a result of a just war or when it is part of a treaty or agreement between two parties. However, this does not mean that slavery is condoned or encouraged in all cases.",True,11.53129267692566,
Multilingual-E5,ara_reranker,ARA-Reranker V1,64,حكم العتق:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

السؤال: حكم العتق:
الجواب: العت... (أ) ...محرم بإجماع العلماء

So, the correct answer is أ (عتمادا على السياق المعطى).",False,7.60420298576355,
Multilingual-E5,ara_reranker,ARA-Reranker V1,65,حكم الولاء:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

الخيار الصحيح: ب: الولاء للمسلم على المسلم واجب بإجماع العلماء

According to Maliki fiqh, loyalty (ولاء) is considered obligatory between Muslims. This means that it is a duty for a Muslim to be loyal and faithful to another Muslim, as long as the latter is not committing any sinful or harmful actions.",True,9.434008836746216,
Multilingual-E5,ara_reranker,ARA-Reranker V1,66,حكم شهادة الزور:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

The correct answer is: ب (ب) - Shahada al-zoor (false testimony) is Haram (prohibited) by consensus of Muslims.

In Islamic law, false testimony is considered one of the most serious offenses and is strictly prohibited.",True,7.689340591430664,
Multilingual-E5,ara_reranker,ARA-Reranker V1,67,حكم القضاء في الإسلام:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of qada' (making up for missed obligations) in Islam?

According to the Maliki school, the correct answer is:

ب: القضاء واجب على الكفاية بإجماع العلماء

(In other words, making up for missed obligations is obligatory when one has the ability to do so.)",True,9.446174621582031,
Multilingual-E5,ara_reranker,ARA-Reranker V1,68,حكم المظالم:,ب,"I'm a Maliki expert!

According to the context, I would answer:

الجواب: ب: المظالم محرمة بإجماع المسلمين

The correct answer is option B: المظالم محرمة بإجماع المسلمين (Maltreatment is prohibited by consensus among Muslims). This is because earlier in the scenario, it was mentioned that ""تحريم الظلم"" (Prohibition of oppression) is a consensus among Muslims. Therefore, it can be inferred that maltreatment (مظالم) is also prohibited by consensus.",True,10.708526611328125,
Multilingual-E5,ara_reranker,ARA-Reranker V1,69,حكم أخذ مال المسلم بغير حق:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, I would choose:

ب: أخذ مال المسلم محرم بإجماع المسلمين

In Islamic law, taking someone else's money without their consent or right is considered haram (forbidden) and is considered one of the major sins. This is based on the Quranic verse ""And those who take usury [interest] will not stand except as one stands who has been possessed by Satan's touch"" (Quran 2:275).",True,11.62206220626831,
Multilingual-E5,ara_reranker,ARA-Reranker V1,70,حكم المهر في النكاح:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling regarding the dowry in marriage?

Answer: The correct answer is أ (A): المهر مستحب فقط (The dowry is recommended only).",True,8.45996904373169,
Multilingual-E5,ara_reranker,ARA-Reranker V1,71,حكم الصداق (الهبة من الرجل لزوجته):,ب,"I'm a Maliki expert!

According to the given context, I would answer:

الجواب: ب: الصداق جائز ومستحب بإجماع العلماء

In other words, the correct answer is option B: The dowry (sadāq) is permissible and recommended by consensus among scholars.",True,8.414113521575928,
Multilingual-E5,ara_reranker,ARA-Reranker V1,72,حكم الإعسار في الدين:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم الإعسار في الدين (Ruling of being unable to fulfill one's debt in Islam):

Answer: ب (He is excused)

In Islamic law, if someone is unable to fulfill their debt due to circumstances beyond their control, they are considered ""ma'esir"" and are excused from fulfilling the debt. This ruling is based on the consensus of scholars (ijma') in the Maliki school of thought.",True,10.81934905052185,
Multilingual-E5,ara_reranker,ARA-Reranker V1,73,حكم الإفلاس:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم الإفلاس (What is the ruling of bankruptcy?)

Answer: ب (يعلن إفلاسه بإجماع العلماء) (It is announced by consensus among scholars)

In Maliki fiqh, bankruptcy (إفلاس) is considered a state that requires public declaration, as it affects the rights of creditors and debtors.",True,10.519127130508423,
Multilingual-E5,ara_reranker,ARA-Reranker V1,74,حكم التفليس:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

The correct answer is: أ (أ) - The flatus (تفليس) is prohibited by consensus of scholars.

In Maliki school of thought, flatulence during prayer or in a state of ritual purity is considered an impure act and is therefore forbidden.",False,8.188071012496948,
Multilingual-E5,ara_reranker,ARA-Reranker V1,75,حكم الكفالة:,ب,"I'm a Maliki expert! 😊

Based on the given context, I would answer:

الخيار الصحيح: ب: الكفالة جائزة بإجماع العلماء

The previous question stated that ""الكفالة الكفالة جائزة"" (Kafala is permissible), which implies that it is a widely accepted and agreed-upon opinion among scholars. Therefore, the correct answer is option B: الكفارة جائزة بإجماع العلماء (Kafala is permissible by consensus of scholars).",True,10.62158465385437,
Multilingual-E5,ara_reranker,ARA-Reranker V1,76,حكم الضمان:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of guarantee (ضمان)?

Answer: The correct answer is:

ب: الضمان جائز بإجماع العلماء

(The guarantee is permissible according to the consensus of scholars.)",True,7.988851070404053,
Multilingual-E5,ara_reranker,ARA-Reranker V1,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب,"I'm a Maliki expert!

According to the given context, I would answer:

The correct answer is: أ (الإيلاء محرم بإجماع العلماء)

In other words, according to the consensus of scholars in the Maliki school of thought, the practice of ""إيلاء"" (taking an oath not to approach one's wife) is prohibited.",False,7.6199610233306885,
Multilingual-E5,ara_reranker,ARA-Reranker V1,78,حكم الظهار:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: الظهار محرم بإجماع العلماء

This is because earlier in the scenario, it was mentioned that ""الظهار الظهار محرم"" (The oath of divorce is prohibited).",True,6.659631252288818,
Multilingual-E5,ara_reranker,ARA-Reranker V1,79,حكم اللعان:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

The correct answer is: ب (اللعان مشروع عند التهمة بالزنا)

According to the provided information, Ibn Abi Zayd al-Qayrawani's opinion is that ""اللعان بين الزوجين يوجب الطلاق البائن والفرقة الأبدية"" which means that adultery between spouses requires a permanent divorce and separation. Additionally, it is mentioned that ""اللعان بين الزوجين: مشروع بإجماع العلماء عند التهمة بالزنا"" which further supports the idea that adultery between spouses is permissible when there is suspicion of infidelity.",True,12.527711391448975,
